Mach,alpha,cr,ci,omega_i,delta_kappa,delta_q,residual_norm,accepted,parameterization,settings_name,spectral_extent,matching_y,max_step,rtol,atol,optimizer_success,optimizer_status,optimizer_message,optimizer_nfev,objective_calls,integration_failures,active_lower_ci,active_upper_ci,ci_lower,ci_upper,seed_cr,seed_ci,attempt_timestamp,purpose,source_path,source_Mach,source_alpha,source_cr,source_ci,mach_distance,anchor_score,direction,is_target,status,requested_alpha,seed_alpha,alpha_step,anchor_source_path,anchor_source_Mach,anchor_source_alpha,neutral_alpha_estimate,neutral_fit_r2,timestamp,trial_alpha,trial_step,mach_directory,mode_status,mode_gamma_mismatch_at_match,mode_numerical_extent,mode_tail_tolerance,mode_far_left,mode_far_right,mode_mu_left,mode_mu_right,mode_n_coordinates,mode_available,freeze_id,reference_status,reference_subset,reference_source_path,neutral_alpha_lower,neutral_alpha_upper,neutral_alpha_uncertainty,neutral_last_positive_ci,neutral_estimate_method,final_reference_id,_id_key,alpha_neutral_used,alpha_neutral_uncertainty_used,alpha_neutral_source,s,mach_split,is_spectral_anchor,anchor_rank,usable_as_training_anchor,cr_pred,ci_pred,cr_abs_error,ci_abs_error,spectral_error,omega_i_ref,omega_i_pred,omega_i_abs_error
1.0,0.05,-2.1381009935921505e-07,0.0025771484770576,0.0001288574238528,5.951095280627705e-11,-6.9371329427386774e-12,5.991391589085264e-11,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,6,31,0,False,False,0.0001353932655448,0.2,4.6176961412137614e-10,0.0135393265544891,2026-07-25T15:52:13.172943+00:00,anchor,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/lowM_full_branch_anchor_alpha_0p05.csv,1.025,0.05,4.6176961412137614e-10,0.0135393265544891,0.0249999999999999,6.800354327593972,anchor,True,anchor_converged,0.05,0.05,0.0,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/lowM_full_branch_anchor_alpha_0p05.csv,1.025,0.05,0.3631595692114205,,2026-07-25T15:52:13.182486+00:00,,,M1p000000,,,,,,,,,,True,,,lowM_canonical_full_branches,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/dense_kappa_q_lowM_canonical_full_branches_v1/dense_spectral_retained.csv,0.3613191384228412,0.365,0.0018404307885794,1.5778549245007186e-05,last-positive/first-failed bracket,M1.000000_a0.05000000,M1.000000_a0.05000000,0.3631595692114205,0.0018404307885794,neutral_alpha_estimate,0.1376805245930102,train,False,,False,-0.008575171,0.018491281,0.008574957422124151,0.01591413271941743,0.018077320459694086,0.00012885742385288,0.0009245640598237515,0.0007957066359708715
1.0,0.055,-1.963662682691355e-07,0.0031382028597574,0.0001726011572866,5.912453686363069e-13,-8.430308100909611e-12,8.451015664533825e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,2.5771484770576127e-05,0.2,-2.1381009935921505e-07,0.0025771484770576,2026-07-25T15:52:13.728598+00:00,continuation,,,,,,,,high,True,converged,0.055,0.05,0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/lowM_full_branch_anchor_alpha_0p05.csv,1.025,0.05,0.3631595692114205,,2026-07-25T15:52:13.753694+00:00,0.055,0.0049999999999999,M1p000000,,,,,,,,,,True,,,lowM_canonical_full_branches,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/dense_kappa_q_lowM_canonical_full_branches_v1/dense_spectral_retained.csv,0.3613191384228412,0.365,0.0018404307885794,1.5778549245007186e-05,last-positive/first-failed bracket,M1.000000_a0.05500000,M1.000000_a0.05500000,0.3631595692114205,0.0018404307885794,neutral_alpha_estimate,0.1514485770523113,train,False,,False,-0.007931888,0.018552933,0.007931691737216839,0.015414730028512024,0.01733567522959934,0.000172601157286657,0.0010204113088548184,0.0008478101515681614
1.0,0.06,-5.2656520336501e-08,0.0037616026999093,0.0002256961619945,-2.0987725446453e-13,1.5421518229086217e-12,1.5563677929210545e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,3.699257242457196e-05,0.2,-1.7892243717905593e-07,0.0036992572424571,2026-07-25T15:52:14.329738+00:00,continuation,,,,,,,,high,True,converged,0.06,0.055,0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/lowM_full_branch_anchor_alpha_0p05.csv,1.025,0.05,0.3631595692114205,,2026-07-25T15:52:14.343332+00:00,0.06,0.0049999999999999,M1p000000,,,,,,,,,,True,,,lowM_canonical_full_branches,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/dense_kappa_q_lowM_canonical_full_branches_v1/dense_spectral_retained.csv,0.3613191384228412,0.365,0.0018404307885794,1.5778549245007186e-05,last-positive/first-failed bracket,M1.000000_a0.06000000,M1.000000_a0.06000000,0.3631595692114205,0.0018404307885794,neutral_alpha_estimate,0.1652166295116123,train,False,,False,-0.0071688294,0.018780982,0.00716877678455022,0.015019379421915918,0.016642509390298613,0.000225696161994558,0.0011268589273095131,0.0009011627653149551
1.0,0.065,5.318523598496773e-08,0.0044499855836279,0.0002892490629358,1.6506097703927749e-12,-1.8533828985423106e-12,2.481842215517575e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,4.38500254006124e-05,0.2,9.105322759613365e-08,0.0043850025400612,2026-07-25T15:52:14.919181+00:00,continuation,,,,,,,,high,True,converged,0.065,0.06,0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/lowM_full_branch_anchor_alpha_0p05.csv,1.025,0.05,0.3631595692114205,,2026-07-25T15:52:14.945092+00:00,0.065,0.005,M1p000000,,,,,,,,,,True,,,lowM_canonical_full_branches,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/dense_kappa_q_lowM_canonical_full_branches_v1/dense_spectral_retained.csv,0.3613191384228412,0.365,0.0018404307885794,1.5778549245007186e-05,last-positive/first-failed bracket,M1.000000_a0.06500000,M1.000000_a0.06500000,0.3631595692114205,0.0018404307885794,neutral_alpha_estimate,0.1789846819709133,train,False,,False,-0.0062883496,0.01918317,0.006288402813684472,0.014733184466754715,0.016019074083060393,0.0002892490629358135,0.0012469060532748699,0.0009576569903390563
1.0,0.07,2.448412287104524e-08,0.0052061575793201,0.0003644310305524,-5.521835592936508e-12,-4.851645994674581e-12,7.350451494504428e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,5.138368467346583e-05,0.2,1.590269923064365e-07,0.0051383684673465,2026-07-25T15:52:15.474801+00:00,continuation,,,,,,,,high,True,converged,0.07,0.065,0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/lowM_full_branch_anchor_alpha_0p05.csv,1.025,0.05,0.3631595692114205,,2026-07-25T15:52:15.505228+00:00,0.07,0.005,M1p000000,,,,,,,,,,True,,,lowM_canonical_full_branches,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/dense_kappa_q_lowM_canonical_full_branches_v1/dense_spectral_retained.csv,0.3613191384228412,0.365,0.0018404307885794,1.5778549245007186e-05,last-positive/first-failed bracket,M1.000000_a0.07000000,M1.000000_a0.07000000,0.3631595692114205,0.0018404307885794,neutral_alpha_estimate,0.1927527344302144,train,False,,False,-0.0052909255,0.01976803,0.00529094998689997,0.01456187187205014,0.015493297395386232,0.00036443103055240703,0.001383762061595917,0.0010193310310435098
1.0,0.075,-9.544762484683384e-09,0.0060334923763868,0.000452511928229,-5.989236450537616e-11,-3.567911157492665e-12,5.999854428294575e-11,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,5.962329575012355e-05,0.2,-4.216990242877176e-09,0.0059623295750123,2026-07-25T15:52:16.053753+00:00,continuation,,,,,,,,high,True,converged,0.075,0.07,0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/lowM_full_branch_anchor_alpha_0p05.csv,1.025,0.05,0.3631595692114205,,2026-07-25T15:52:16.066321+00:00,0.075,0.0049999999999999,M1p000000,,,,,,,,,,True,,,lowM_canonical_full_branches,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/dense_kappa_q_lowM_canonical_full_branches_v1/dense_spectral_retained.csv,0.3613191384228412,0.365,0.0018404307885794,1.5778549245007186e-05,last-positive/first-failed bracket,M1.000000_a0.07500000,M1.000000_a0.07500000,0.3631595692114205,0.0018404307885794,neutral_alpha_estimate,0.2065207868895154,train,False,,False,-0.0041745603,0.020544864,0.004174550763693936,0.014511371860921702,0.01509989362096991,0.00045251192822901,0.0015408648177981377,0.0010883528895691277
1.0,0.08,-9.711206350131143e-09,0.0069360107429715,0.0005548808594377,-1.0728745149235495e-11,1.941070134486856e-12,1.0902922807405409e-11,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,6.992302807067988e-05,0.2,-4.35736478404121e-08,0.0069923028070679,2026-07-25T15:52:16.608208+00:00,continuation,,,,,,,,high,True,converged,0.08,0.075,0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/lowM_full_branch_anchor_alpha_0p05.csv,1.025,0.05,0.3631595692114205,,2026-07-25T15:52:16.628568+00:00,0.08,0.005,M1p000000,,,,,,,,,,True,,,lowM_canonical_full_branches,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/dense_kappa_q_lowM_canonical_full_branches_v1/dense_spectral_retained.csv,0.3613191384228412,0.365,0.0018404307885794,1.5778549245007186e-05,last-positive/first-failed bracket,M1.000000_a0.08000000,M1.000000_a0.08000000,0.3631595692114205,0.0018404307885794,neutral_alpha_estimate,0.2202888393488164,train,True,1.0,True,-0.0029345155,0.02152354,0.0029345057650204567,0.01458753009658138,0.014879763385336671,0.00055488085943772,0.0017218832671642304,0.0011670024077265104
1.0,0.085,-3.258289311069424e-09,0.0079182452555799,0.0006730508467242,-2.127097109561049e-12,1.6435543030712818e-11,1.6572616475014307e-11,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,7.97353208150176e-05,0.2,-9.877650215578905e-09,0.0079735320815017,2026-07-25T15:52:17.222244+00:00,continuation,,,,,,,,high,True,converged,0.085,0.08,0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/lowM_full_branch_anchor_alpha_0p05.csv,1.025,0.05,0.3631595692114205,,2026-07-25T15:52:17.234530+00:00,0.085,0.005,M1p000000,,,,,,,,,,True,,,lowM_canonical_full_branches,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/dense_kappa_q_lowM_canonical_full_branches_v1/dense_spectral_retained.csv,0.3613191384228412,0.365,0.0018404307885794,1.5778549245007186e-05,last-positive/first-failed bracket,M1.000000_a0.08500000,M1.000000_a0.08500000,0.3631595692114205,0.0018404307885794,neutral_alpha_estimate,0.2340568918081174,train,False,,False,-0.0015634,0.022713728,0.0015633967718467973,0.014795482993493128,0.014877853557451269,0.0006730508467242916,0.0019306669011712075,0.0012576160544469158
1.0,0.09,1.4646562006685288e-10,0.0089853661922371,0.0008086829573013,-1.8171991689186484e-12,3.0057657751658695e-12,3.5123839076440813e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,9.039577683908308e-05,0.2,3.194627727992278e-09,0.0090395776839083,2026-07-25T15:52:17.788706+00:00,continuation,,,,,,,,high,True,converged,0.09,0.085,0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/lowM_full_branch_anchor_alpha_0p05.csv,1.025,0.05,0.3631595692114205,,2026-07-25T15:52:17.811239+00:00,0.09,0.0049999999999999,M1p000000,,,,,,,,,,True,,,lowM_canonical_full_branches,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/dense_kappa_q_lowM_canonical_full_branches_v1/dense_spectral_retained.csv,0.3613191384228412,0.365,0.0018404307885794,1.5778549245007186e-05,last-positive/first-failed bracket,M1.000000_a0.09000000,M1.000000_a0.09000000,0.3631595692114205,0.0018404307885794,neutral_alpha_estimate,0.2478249442674185,train,False,,False,-5.224347e-05,0.024123738,5.224361761124995e-05,0.015138371396287719,0.015138461544276,0.0008086829573013389,0.0021711363829672336,0.0013624534256658947
1.0,0.095,8.092975981496505e-10,0.0101433175874361,0.0009636151708064,-3.0179574117550345e-12,-4.861277179413204e-12,5.721895031739986e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0001019630019058,0.2,3.55122055120314e-09,0.0101963001905888,2026-07-25T15:52:18.349747+00:00,continuation,,,,,,,,high,True,converged,0.095,0.09,0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/lowM_full_branch_anchor_alpha_0p05.csv,1.025,0.05,0.3631595692114205,,2026-07-25T15:52:18.366045+00:00,0.095,0.005,M1p000000,,,,,,,,,,True,,,lowM_canonical_full_branches,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/dense_kappa_q_lowM_canonical_full_branches_v1/dense_spectral_retained.csv,0.3613191384228412,0.365,0.0018404307885794,1.5778549245007186e-05,last-positive/first-failed bracket,M1.000000_a0.09500000,M1.000000_a0.09500000,0.3631595692114205,0.0018404307885794,neutral_alpha_estimate,0.2615929967267195,train,False,,False,0.0016088188,0.025758814,0.001608817960157358,0.015615496479212383,0.01569815357044322,0.0009636151708064296,0.002447087336331606,0.0014834721655251765
1.0,0.1,5.334085810194177e-10,0.0113989626576282,0.0011398962657628,3.56669728474035e-12,1.6377775871601052e-12,3.924747755713501e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0001145049511376,0.2,1.472129576232448e-09,0.0114504951137638,2026-07-25T15:52:18.921659+00:00,continuation,,,,,,,,high,True,converged,0.1,0.095,0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/lowM_full_branch_anchor_alpha_0p05.csv,1.025,0.05,0.3631595692114205,,2026-07-25T15:52:18.934347+00:00,0.1,0.005,M1p000000,,,,,,,,,,True,,,lowM_canonical_full_branches,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/dense_kappa_q_lowM_canonical_full_branches_v1/dense_spectral_retained.csv,0.3613191384228412,0.365,0.0018404307885794,1.5778549245007186e-05,last-positive/first-failed bracket,M1.000000_a0.10000000,M1.000000_a0.10000000,0.3631595692114205,0.0018404307885794,neutral_alpha_estimate,0.2753610491860205,train,False,,False,0.003428489,0.027619049,0.0034284884363942753,0.016220086295428135,0.016578471955811393,0.00113989626576282,0.002761904895305634,0.0016220086295428138
1.0,0.105,2.340442123779967e-10,0.012760261732706,0.0013398274819341,-8.47561604233605e-13,-2.5618361598755968e-12,2.6984004860318984e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0001281004449973,0.2,2.575195638891857e-10,0.012810044499735,2026-07-25T15:52:19.512932+00:00,continuation,,,,,,,,high,True,converged,0.105,0.1,0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/lowM_full_branch_anchor_alpha_0p05.csv,1.025,0.05,0.3631595692114205,,2026-07-25T15:52:19.530681+00:00,0.105,0.0049999999999999,M1p000000,,,,,,,,,,True,,,lowM_canonical_full_branches,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/dense_kappa_q_lowM_canonical_full_branches_v1/dense_spectral_retained.csv,0.3613191384228412,0.365,0.0018404307885794,1.5778549245007186e-05,last-positive/first-failed bracket,M1.000000_a0.10500000,M1.000000_a0.10500000,0.3631595692114205,0.0018404307885794,neutral_alpha_estimate,0.2891291016453216,train,False,,False,0.005412951,0.029697414,0.005412950877749306,0.016937152754894325,0.01778109053594721,0.00133982748193413,0.003118228521198034,0.0017784010392639042
