Mach,alpha,cr,ci,omega_i,delta_kappa,delta_q,residual_norm,accepted,parameterization,settings_name,spectral_extent,matching_y,max_step,rtol,atol,optimizer_success,optimizer_status,optimizer_message,optimizer_nfev,objective_calls,integration_failures,active_lower_ci,active_upper_ci,ci_lower,ci_upper,seed_cr,seed_ci,attempt_timestamp,purpose,source_path,source_Mach,source_alpha,source_cr,source_ci,mach_distance,anchor_score,direction,is_target,status,requested_alpha,seed_alpha,alpha_step,anchor_source_path,anchor_source_Mach,anchor_source_alpha,neutral_alpha_estimate,neutral_fit_r2,timestamp,trial_alpha,trial_step,mach_directory,mode_status,mode_gamma_mismatch_at_match,mode_numerical_extent,mode_tail_tolerance,mode_far_left,mode_far_right,mode_mu_left,mode_mu_right,mode_n_coordinates,mode_available,freeze_id,reference_status,reference_subset,reference_source_path,neutral_alpha_lower,neutral_alpha_upper,neutral_alpha_uncertainty,neutral_last_positive_ci,neutral_estimate_method,final_reference_id,test_id,primary_chart,test_source
1.0,0.055,-1.963662682691355e-07,0.0031382028597574,0.0001726011572866,5.912453686363069e-13,-8.430308100909611e-12,8.451015664533825e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,2.5771484770576127e-05,0.2,-2.1381009935921505e-07,0.0025771484770576,2026-07-25T15:52:13.728598+00:00,continuation,,,,,,,,high,True,converged,0.055,0.05,0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/lowM_full_branch_anchor_alpha_0p05.csv,1.025,0.05,0.3631595692114205,,2026-07-25T15:52:13.753694+00:00,0.055,0.0049999999999999,M1p000000,,,,,,,,,,True,,,lowM_canonical_full_branches,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/dense_kappa_q_lowM_canonical_full_branches_v1/dense_spectral_retained.csv,0.3613191384228412,0.365,0.0018404307885794,1.5778549245007186e-05,last-positive/first-failed bracket,M1.000000_a0.05500000,0,C00,geometry_extension
1.0,0.065,5.318523598496773e-08,0.0044499855836279,0.0002892490629358,1.6506097703927749e-12,-1.8533828985423106e-12,2.481842215517575e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,4.38500254006124e-05,0.2,9.105322759613365e-08,0.0043850025400612,2026-07-25T15:52:14.919181+00:00,continuation,,,,,,,,high,True,converged,0.065,0.06,0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/lowM_full_branch_anchor_alpha_0p05.csv,1.025,0.05,0.3631595692114205,,2026-07-25T15:52:14.945092+00:00,0.065,0.005,M1p000000,,,,,,,,,,True,,,lowM_canonical_full_branches,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/dense_kappa_q_lowM_canonical_full_branches_v1/dense_spectral_retained.csv,0.3613191384228412,0.365,0.0018404307885794,1.5778549245007186e-05,last-positive/first-failed bracket,M1.000000_a0.06500000,1,C00,geometry_extension
1.0,0.075,-9.544762484683384e-09,0.0060334923763868,0.000452511928229,-5.989236450537616e-11,-3.567911157492665e-12,5.999854428294575e-11,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,5.962329575012355e-05,0.2,-4.216990242877176e-09,0.0059623295750123,2026-07-25T15:52:16.053753+00:00,continuation,,,,,,,,high,True,converged,0.075,0.07,0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/lowM_full_branch_anchor_alpha_0p05.csv,1.025,0.05,0.3631595692114205,,2026-07-25T15:52:16.066321+00:00,0.075,0.0049999999999999,M1p000000,,,,,,,,,,True,,,lowM_canonical_full_branches,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/dense_kappa_q_lowM_canonical_full_branches_v1/dense_spectral_retained.csv,0.3613191384228412,0.365,0.0018404307885794,1.5778549245007186e-05,last-positive/first-failed bracket,M1.000000_a0.07500000,2,C00,geometry_extension
1.0,0.085,-3.258289311069424e-09,0.0079182452555799,0.0006730508467242,-2.127097109561049e-12,1.6435543030712818e-11,1.6572616475014307e-11,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,7.97353208150176e-05,0.2,-9.877650215578905e-09,0.0079735320815017,2026-07-25T15:52:17.222244+00:00,continuation,,,,,,,,high,True,converged,0.085,0.08,0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/lowM_full_branch_anchor_alpha_0p05.csv,1.025,0.05,0.3631595692114205,,2026-07-25T15:52:17.234530+00:00,0.085,0.005,M1p000000,,,,,,,,,,True,,,lowM_canonical_full_branches,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/dense_kappa_q_lowM_canonical_full_branches_v1/dense_spectral_retained.csv,0.3613191384228412,0.365,0.0018404307885794,1.5778549245007186e-05,last-positive/first-failed bracket,M1.000000_a0.08500000,3,C00,geometry_extension
1.0,0.095,8.092975981496505e-10,0.0101433175874361,0.0009636151708064,-3.0179574117550345e-12,-4.861277179413204e-12,5.721895031739986e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0001019630019058,0.2,3.5512205512031402e-09,0.0101963001905888,2026-07-25T15:52:18.349747+00:00,continuation,,,,,,,,high,True,converged,0.095,0.09,0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/lowM_full_branch_anchor_alpha_0p05.csv,1.025,0.05,0.3631595692114205,,2026-07-25T15:52:18.366045+00:00,0.095,0.005,M1p000000,,,,,,,,,,True,,,lowM_canonical_full_branches,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/dense_kappa_q_lowM_canonical_full_branches_v1/dense_spectral_retained.csv,0.3613191384228412,0.365,0.0018404307885794,1.5778549245007186e-05,last-positive/first-failed bracket,M1.000000_a0.09500000,4,C00,existing_T128
1.0,0.11,4.635943253909663e-11,0.0142365019789538,0.0015660152176849,-9.036273465601319e-12,4.330829965482064e-12,1.0020495313857886e-11,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.000142841313177,0.2,-6.532015626342528e-11,0.0142841313177038,2026-07-25T15:52:20.075618+00:00,continuation,,,,,,,,high,True,converged,0.11,0.105,0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/lowM_full_branch_anchor_alpha_0p05.csv,1.025,0.05,0.3631595692114205,,2026-07-25T15:52:20.088915+00:00,0.11,0.005,M1p000000,,,,,,,,,,True,,,lowM_canonical_full_branches,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/dense_kappa_q_lowM_canonical_full_branches_v1/dense_spectral_retained.csv,0.3613191384228412,0.365,0.0018404307885794,1.5778549245007186e-05,last-positive/first-failed bracket,M1.000000_a0.11000000,5,C00,geometry_extension
1.0,0.125,-2.4879102619033463e-11,0.0194746295545811,0.0024343286943226,4.7381109452571124e-12,-1.0097976274603404e-11,1.1154318453945023e-11,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.000195117077357,0.2,-6.701010213008258e-11,0.0195117077357009,2026-07-25T15:52:21.772919+00:00,continuation,,,,,,,,high,True,converged,0.125,0.12,0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/lowM_full_branch_anchor_alpha_0p05.csv,1.025,0.05,0.3631595692114205,,2026-07-25T15:52:21.786111+00:00,0.125,0.005,M1p000000,,,,,,,,,,True,,,lowM_canonical_full_branches,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/dense_kappa_q_lowM_canonical_full_branches_v1/dense_spectral_retained.csv,0.3613191384228412,0.365,0.0018404307885794,1.5778549245007186e-05,last-positive/first-failed bracket,M1.000000_a0.12500000,6,C00,geometry_extension
1.05,0.05,3.9623304327421566e-10,0.0216720758392142,0.0010836037919607,-3.8610607766553784e-13,1.0857911791894992e-12,1.1523976692166596e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,1,6,0,False,False,0.0002167207583921,0.2,3.9623304327421566e-10,0.0216720758392142,2026-07-25T17:16:20.785885+00:00,anchor,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/M105_alpha005_exact_anchor.csv,1.05,0.05,3.9623304327421566e-10,0.0216720758392142,0.0,70.84393028513857,anchor,True,anchor_converged,0.05,0.05,0.0,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/M105_alpha005_exact_anchor.csv,1.05,0.05,0.3585757988004263,,2026-07-25T17:16:20.796252+00:00,,,M1p050000,,,,,,,,,,True,,,lowM_canonical_full_branches,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/dense_kappa_q_lowM_canonical_full_branches_v1/dense_spectral_retained.csv,0.3571515976008527,0.36,0.0014242011995736,8.367744770129213e-05,last-positive/first-failed bracket,M1.050000_a0.05000000,7,C00,geometry_extension
1.05,0.06,4.818920439745717e-10,0.026850382922755,0.0016110229753653,3.467586894706498e-12,4.5733208886567e-13,3.4976151177404426e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.000270385956896,0.2,5.78589154410773e-10,0.0270385956896082,2026-07-25T17:16:22.112785+00:00,continuation,,,,,,,,high,True,converged,0.06,0.055,0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/M105_alpha005_exact_anchor.csv,1.05,0.05,0.3585757988004263,,2026-07-25T17:16:22.144149+00:00,0.06,0.0049999999999999,M1p050000,,,,,,,,,,True,,,lowM_canonical_full_branches,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/dense_kappa_q_lowM_canonical_full_branches_v1/dense_spectral_retained.csv,0.3571515976008527,0.36,0.0014242011995736,8.367744770129213e-05,last-positive/first-failed bracket,M1.050000_a0.06000000,8,C00,existing_T128
1.05,0.07,4.743779014405197e-10,0.0325278215395402,0.0022769475077678,-1.680721534169649e-13,-3.7925912410585753e-13,4.148321732601729e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0003267034759841,0.2,6.573891991713791e-10,0.0326703475984199,2026-07-25T17:16:23.280533+00:00,continuation,,,,,,,,high,True,converged,0.07,0.065,0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/M105_alpha005_exact_anchor.csv,1.05,0.05,0.3585757988004263,,2026-07-25T17:16:23.304517+00:00,0.07,0.005,M1p050000,,,,,,,,,,True,,,lowM_canonical_full_branches,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/dense_kappa_q_lowM_canonical_full_branches_v1/dense_spectral_retained.csv,0.3571515976008527,0.36,0.0014242011995736,8.367744770129213e-05,last-positive/first-failed bracket,M1.050000_a0.07000000,9,C00,existing_T128
