Mach,alpha,cr,ci,omega_i,delta_kappa,delta_q,residual_norm,accepted,parameterization,settings_name,spectral_extent,matching_y,max_step,rtol,atol,optimizer_success,optimizer_status,optimizer_message,optimizer_nfev,objective_calls,integration_failures,active_lower_ci,active_upper_ci,ci_lower,ci_upper,seed_cr,seed_ci,attempt_timestamp,purpose,source_path,source_Mach,source_alpha,source_cr,source_ci,mach_distance,anchor_score,direction,is_target,status,requested_alpha,seed_alpha,alpha_step,anchor_source_path,anchor_source_Mach,anchor_source_alpha,neutral_alpha_estimate,neutral_fit_r2,timestamp,trial_alpha,trial_step,mach_directory,mode_status,mode_gamma_mismatch_at_match,mode_numerical_extent,mode_tail_tolerance,mode_far_left,mode_far_right,mode_mu_left,mode_mu_right,mode_n_coordinates,mode_available,freeze_id,reference_status,reference_subset,reference_source_path,neutral_alpha_lower,neutral_alpha_upper,neutral_alpha_uncertainty,neutral_last_positive_ci,neutral_estimate_method,final_reference_id,_id_key,alpha_neutral_used,alpha_neutral_uncertainty_used,alpha_neutral_source,s,mach_split,is_spectral_anchor,anchor_rank,usable_as_training_anchor,charts,primary_chart,point_role,is_anchor_N24,is_anchor_N36,is_anchor_N48,is_anchor_N60,is_anchor_N76,cr_pred,ci_pred,cr_abs_error,ci_abs_error,spectral_error,omega_i_ref,omega_i_pred,omega_i_abs_error
1.35,0.08,0.2379115145726956,0.0866076846213497,0.0069286147697079,1.6363559812715422e-12,-4.15339637682699e-13,1.6882440321451009e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0008669080991683,0.2,0.2382140511198869,0.08669080991683,2026-07-23T11:40:57.644882+00:00,continuation,,,,,,,,low,True,converged,0.08,0.085,-0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.3,0.1,,,2026-07-23T11:40:57.657599+00:00,0.08,-0.005,M1p350000,converged,1.9707424770451505e-11,40.0,1e-06,-1186.3385414887036,547.23012751704,0.0116498795693021,0.0252929305737813,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.350000_a0.08000000,M1.350000_a0.08000000,0.295,,max_available_alpha_proxy,0.2711864406779661,train,True,1,True,C10;C20,C10,train_pool,False,False,True,True,True,0.23791194,0.08660244,4.250482760759233e-07,5.242654816037251e-06,5.259856990176985e-06,0.006928614769707976,0.006928195357322693,4.194123852828066e-07
1.4,0.12,0.2997555410841062,0.0644034686182358,0.0077284162341883,1.7680995556546009e-13,-1.3704315460216776e-15,1.768152665062672e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,4,21,0,False,False,0.000627766263558,0.2,0.3031399613158659,0.0627766263558038,2026-07-23T11:40:55.484484+00:00,continuation,,,,,,,,low,True,converged,0.12,0.125,-0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.4,0.125,,,2026-07-23T11:40:55.509448+00:00,0.12,-0.005,M1p400000,converged,2.544921910565857e-11,40.0,1e-06,-1068.068042348978,340.566923100746,0.0129409208544662,0.0406939606883072,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.400000_a0.12000000,M1.400000_a0.12000000,0.285,,max_available_alpha_proxy,0.4210526315789474,train,True,1,True,C10;C11;C20;C21,C11,train_pool,True,True,True,True,True,0.3001203,0.0646321,0.00036475300997951265,0.00022863422886350293,0.000430486200588501,0.007728416234188296,0.0077558523416519165,2.743610746362094e-05
1.45,0.05,0.2584141991785808,0.0683211956839623,0.0034160597841981,5.884027640123968e-12,-2.1322370952203684e-12,6.2584515896487216e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0006855194551028,0.2,0.2588761562449375,0.0685519455102848,2026-07-23T11:41:02.835225+00:00,continuation,,,,,,,,low,True,converged,0.05,0.055,-0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.5,0.125,,,2026-07-23T11:41:02.846450+00:00,0.05,-0.0049999999999999,M1p450000,converged,2.3602195668164208e-11,40.0,1e-06,-2335.5469216776823,1168.2343012295307,0.0059164433240929,0.0118363176240416,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.450000_a0.05000000,M1.450000_a0.05000000,0.275,,max_available_alpha_proxy,0.1818181818181818,train,True,1,True,C10;C20,C10,train_pool,True,True,True,True,True,0.2583036,0.06817268,0.00011058670795394132,0.00014851733256002198,0.00018516700042619494,0.0034160597841981152,0.0034086339175701144,7.4258666280008385e-06
1.45,0.115,0.320460661374119,0.0581443320283594,0.0066865981832613,3.543346172030226e-14,1.7938775465076162e-14,3.9715612480113465e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0005822851111509,0.2,0.3205958872186398,0.058228511115095,2026-07-23T11:40:55.860433+00:00,continuation,,,,,,,,low,True,converged,0.115,0.12,-0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.5,0.125,,,2026-07-23T11:40:55.871765+00:00,0.115,-0.0049999999999999,M1p450000,converged,2.5800151017282308e-11,40.0,1e-06,-1216.2867595629943,375.161806944664,0.0113638149160816,0.0369325653581328,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.450000_a0.11500000,M1.450000_a0.11500000,0.275,,max_available_alpha_proxy,0.4181818181818181,train,True,2,True,C10;C11;C20;C21,C20,train_pool,True,True,True,True,True,0.3206897,0.058233157,0.00022904662034206602,8.882477191068244e-05,0.00024566683617270623,0.006686598183261331,0.0066968130320310595,1.0214848769728689e-05
1.55,0.05,0.3135717144297565,0.0492291037382038,0.0024614551869101,1.7416736455833082e-12,2.071467997133425e-12,2.706364120155936e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.000495163989157,0.2,0.3138603179545242,0.049516398915707,2026-07-23T11:45:53.585724+00:00,continuation,,,,,,,,low,True,converged,0.05,0.055,-0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.5,0.125,,,2026-07-23T11:45:53.611354+00:00,0.05,-0.0049999999999999,M1p550000,converged,1.6349480568807456e-11,40.0,1e-06,-3155.67829794215,1387.4062658287248,0.0043786552212176,0.0099655119345128,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.550000_a0.05000000,M1.550000_a0.05000000,0.26,,max_available_alpha_proxy,0.1923076923076923,train,True,1,True,C20;C30,C20,train_pool,False,False,False,True,True,0.31346035,0.048990656,0.0001113643931354158,0.00023844804777220507,0.0002631719961257186,0.00246145518691019,0.00244953278452158,1.1922402388609993e-05
1.55,0.085,0.3450509967919872,0.0500021595358818,0.0042501835605499,8.070280554939303e-14,1.2898015988582756e-13,1.5214737745921481e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0005012064239435,0.2,0.345214589935891,0.050120642394358,2026-07-23T11:45:49.437778+00:00,continuation,,,,,,,,low,True,converged,0.085,0.09,-0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.5,0.125,,,2026-07-23T11:45:49.448603+00:00,0.085,-0.0049999999999999,M1p550000,converged,2.314017907362164e-11,40.0,1e-06,-1841.243434236436,627.4078368775955,0.0075058082281262,0.0220590070967544,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.550000_a0.08500000,M1.550000_a0.08500000,0.26,,max_available_alpha_proxy,0.3269230769230769,train,True,2,True,C20;C30,C20,train_pool,False,False,True,True,True,0.34498745,0.050024632,6.354476180531199e-05,2.2472828629688246e-05,6.74015191187348e-05,0.004250183560549953,0.004252093750983477,1.9101904335239173e-06
1.6,0.125,0.3901905246635208,0.0381699312653096,0.0047712414081637,-5.859895901849654e-14,5.954091386595195e-14,8.354016053398599e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,6,31,0,False,False,0.0004879629586239,0.2,0.3492641497157056,0.0487962958623987,2026-07-23T11:45:45.420206+00:00,anchor,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.5,0.125,0.3492641497157056,0.0487962958623987,0.1,49.28959371217046,anchor,True,anchor_converged,0.125,0.125,0.0,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.5,0.125,,,2026-07-23T11:45:45.428483+00:00,,,M1p600000,converged,3.170656555035067e-11,40.0,1e-06,-1617.760645131942,367.8647220886656,0.0085453714106763,0.0376739947398672,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.600000_a0.12500000,M1.600000_a0.12500000,0.255,,max_available_alpha_proxy,0.4901960784313725,train,True,1,True,C20;C21;C30;C31,C21,train_pool,True,True,True,True,True,0.39014488,0.03819826,4.564007718654839e-05,2.832746247932727e-05,5.371649445106958e-05,0.0047712414081637,0.004774782340973616,3.5409328099159088e-06
1.65,0.05,0.3621555514026959,0.036495669112601,0.00182478345563,1.84266404218425e-12,2.3397872181418755e-12,2.9782570403742682e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0003677116580188,0.2,0.362318579211259,0.0367711658018857,2026-07-23T11:46:51.255117+00:00,continuation,,,,,,,,low,True,converged,0.05,0.055,-0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.7,0.1,,,2026-07-23T11:46:51.267458+00:00,0.05,-0.0049999999999999,M1p650000,converged,1.8393156249375955e-11,40.0,1e-06,-4110.385386163041,1597.0198994546363,0.0033616268863936,0.0086568895907706,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.650000_a0.05000000,M1.650000_a0.05000000,0.245,,max_available_alpha_proxy,0.2040816326530612,train,True,1,True,C20;C30,C20,train_pool,True,True,True,True,True,0.36206377,0.036859587,9.178587687802553e-05,0.00036391772230653235,0.0003753142094339654,0.0018247834556300501,0.0018429793417453766,1.8195886115326444e-05
1.65,0.055,0.3662279081708821,0.0374926077708714,0.0020620934273979,1.0064631419948178e-12,1.4040105883461609e-12,1.727487710052437e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0003772824851974,0.2,0.3663864878543878,0.037728248519746,2026-07-23T11:46:50.672595+00:00,continuation,,,,,,,,low,True,converged,0.055,0.06,-0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.7,0.1,,,2026-07-23T11:46:50.685365+00:00,0.055,-0.0049999999999999,M1p650000,converged,1.8135168714443263e-11,40.0,1e-06,-3640.137359194184,1366.1072686571529,0.0037959965080499,0.010121400416943,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.650000_a0.05500000,M1.650000_a0.05500000,0.245,,max_available_alpha_proxy,0.2244897959183673,train,True,2,True,C20;C30,C30,train_pool,True,True,True,True,True,0.36620688,0.037036292,2.1023786726803717e-05,0.0004563155159466245,0.0004567995727909214,0.002062093427397927,0.0020369960740208625,2.5097353377064556e-05
1.65,0.12,0.4065514167806345,0.0347865652913392,0.0041743878349607,1.9154816621735904e-14,3.875285509158388e-14,4.322835617464107e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.000348742028951,0.2,0.4066407762490895,0.0348742028951067,2026-07-23T11:46:53.781390+00:00,continuation,,,,,,,,high,True,converged,0.12,0.115,0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.7,0.1,,,2026-07-23T11:46:53.793866+00:00,0.12,0.0049999999999999,M1p650000,converged,2.0296563505631285e-11,40.0,1e-06,-1811.4260776077297,401.5502286383697,0.0076319760316246,0.0345058872995651,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.650000_a0.12000000,M1.650000_a0.12000000,0.245,,max_available_alpha_proxy,0.4897959183673469,train,True,3,True,C20;C21;C30;C31,C31,train_pool,True,True,True,True,True,0.40646017,0.034778647,9.125080315647294e-05,7.918166571897756e-06,9.159370305081944e-05,0.004174387834960704,0.004173437654972076,9.501799886277307e-07
